,Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count
1469,Chevrolet,Impala,2019,5.0,Petrol,Automatic,266558,2,2
1470,BMW,5 Series,2019,1.2,Diesel,Semi-Automatic,180993,3,5
1471,Chevrolet,Equinox,2011,3.2,Electric,Manual,293123,3,4
1472,Volkswagen,Tiguan,2008,1.9,Electric,Manual,92722,2,2
1473,Honda,Civic,2005,4.4,Electric,Semi-Automatic,156422,5,3
1474,Mercedes,C-Class,2000,3.0,Electric,Manual,19128,3,1
1475,Volkswagen,Passat,2018,4.1,Electric,Semi-Automatic,159375,2,4
1476,Kia,Rio,2021,3.5,Hybrid,Manual,58297,4,2
1477,Ford,Fiesta,2020,2.7,Diesel,Manual,112323,4,2
1478,BMW,5 Series,2006,2.4,Electric,Automatic,144613,4,2
1479,Volkswagen,Tiguan,2005,1.9,Hybrid,Automatic,195977,4,1
1480,Honda,Civic,2000,2.8,Diesel,Manual,67531,3,1
1481,Toyota,RAV4,2018,4.9,Diesel,Semi-Automatic,89605,5,5
1482,Volkswagen,Passat,2004,3.4,Petrol,Semi-Automatic,66782,5,2
1483,Mercedes,GLA,2002,3.7,Electric,Manual,215352,2,4
1484,Honda,Accord,2003,3.7,Hybrid,Manual,112013,5,3
1485,Hyundai,Elantra,2008,4.6,Hybrid,Manual,190787,5,2
1486,Ford,Focus,2019,3.6,Petrol,Automatic,230081,4,3
1487,Honda,Accord,2015,2.5,Diesel,Manual,153086,4,4
1488,Honda,Accord,2010,2.8,Diesel,Manual,114152,3,1
1489,BMW,X5,2002,4.7,Electric,Semi-Automatic,140219,5,4
1490,Mercedes,C-Class,2011,4.8,Diesel,Manual,192258,4,1
1491,Audi,Q5,2007,4.2,Electric,Semi-Automatic,207120,2,4
1492,Mercedes,GLA,2002,1.4,Electric,Automatic,65373,3,4
1493,BMW,5 Series,2018,4.9,Electric,Semi-Automatic,91708,3,4
1494,Toyota,RAV4,2018,3.1,Hybrid,Manual,151772,3,2
1495,Toyota,RAV4,2023,4.0,Electric,Semi-Automatic,42653,5,3
1496,Chevrolet,Impala,2006,3.0,Electric,Manual,9880,4,5
1497,Volkswagen,Tiguan,2006,1.4,Electric,Automatic,158390,3,3
1498,Ford,Focus,2007,4.5,Hybrid,Semi-Automatic,904,3,4
1499,Honda,Civic,2019,2.5,Hybrid,Manual,131432,4,5
1500,Volkswagen,Passat,2014,4.5,Hybrid,Semi-Automatic,174030,4,3
1501,Toyota,Corolla,2010,2.2,Petrol,Manual,299385,3,1
1502,BMW,3 Series,2012,2.7,Electric,Manual,153829,4,4
1503,Volkswagen,Passat,2015,3.9,Diesel,Semi-Automatic,258572,5,4
1504,Toyota,Corolla,2012,1.8,Diesel,Semi-Automatic,245309,3,5
1505,Hyundai,Tucson,2019,1.5,Hybrid,Automatic,156595,2,1
1506,Kia,Optima,2020,3.4,Petrol,Manual,243546,3,2
1507,Volkswagen,Golf,2008,2.9,Petrol,Semi-Automatic,83358,5,4
1508,Audi,A3,2015,3.8,Hybrid,Automatic,206636,2,2
1509,Kia,Sportage,2023,4.8,Petrol,Semi-Automatic,114120,4,5
1510,Toyota,Corolla,2013,1.5,Hybrid,Semi-Automatic,79587,4,3
1511,Chevrolet,Impala,2011,2.2,Electric,Automatic,14245,3,1
1512,Kia,Optima,2016,1.3,Electric,Manual,3066,5,4
1513,Hyundai,Elantra,2003,3.6,Hybrid,Automatic,249838,4,3
1514,Volkswagen,Golf,2020,4.4,Diesel,Manual,294239,2,3
1515,Kia,Optima,2017,2.0,Petrol,Automatic,107656,2,5
1516,Kia,Rio,2020,4.9,Petrol,Semi-Automatic,221594,5,5
1517,Chevrolet,Malibu,2023,2.6,Hybrid,Manual,241277,3,1
1518,BMW,X5,2003,4.6,Electric,Automatic,437,3,2
1519,Audi,Q5,2014,1.7,Diesel,Manual,202918,3,3
1520,Toyota,RAV4,2000,2.1,Petrol,Semi-Automatic,220704,3,4
1521,Volkswagen,Tiguan,2017,4.4,Diesel,Manual,231171,2,5
1522,Chevrolet,Impala,2002,3.5,Electric,Automatic,2288,3,5
1523,Kia,Rio,2012,3.0,Hybrid,Manual,89882,5,5
1524,Audi,A3,2021,3.1,Hybrid,Automatic,7341,5,4
1525,Chevrolet,Impala,2007,2.2,Diesel,Manual,71850,3,2
1526,Kia,Sportage,2019,2.5,Diesel,Manual,31834,4,3
1527,Mercedes,E-Class,2007,4.2,Diesel,Automatic,54454,2,2
1528,Honda,Civic,2022,2.0,Hybrid,Manual,188473,2,5
1529,Mercedes,E-Class,2021,2.9,Electric,Manual,266532,2,3
1530,Volkswagen,Golf,2002,1.3,Hybrid,Manual,134865,5,5
1531,Kia,Optima,2010,4.2,Electric,Manual,172471,4,1
1532,Hyundai,Elantra,2014,2.0,Electric,Automatic,289946,2,1
1533,Chevrolet,Malibu,2011,1.7,Diesel,Manual,241494,4,1
1534,Audi,Q5,2004,2.9,Diesel,Manual,133338,3,1
1535,Mercedes,C-Class,2021,4.3,Electric,Manual,230823,5,1
1536,Ford,Fiesta,2017,4.7,Hybrid,Manual,51156,4,3
1537,Honda,CR-V,2005,2.7,Petrol,Semi-Automatic,7234,4,4
1538,Toyota,Corolla,2005,1.4,Diesel,Semi-Automatic,264092,3,1
1539,Hyundai,Sonata,2007,1.8,Petrol,Manual,180423,3,3
1540,Ford,Fiesta,2013,2.2,Hybrid,Semi-Automatic,83519,2,3
1541,Mercedes,E-Class,2018,1.8,Diesel,Semi-Automatic,209216,3,3
1542,Chevrolet,Impala,2009,2.2,Electric,Semi-Automatic,188173,3,5
1543,Toyota,RAV4,2001,1.7,Electric,Automatic,184210,2,3
1544,BMW,X5,2012,1.1,Diesel,Semi-Automatic,235097,4,2
1545,Volkswagen,Tiguan,2002,4.7,Electric,Manual,92327,2,4
1546,Hyundai,Sonata,2015,4.2,Electric,Semi-Automatic,39016,3,3
1547,Chevrolet,Impala,2019,2.3,Diesel,Semi-Automatic,197549,2,3
1548,Kia,Rio,2016,4.1,Petrol,Semi-Automatic,90811,3,4
1549,Chevrolet,Equinox,2021,4.1,Hybrid,Automatic,192897,5,3
1550,Hyundai,Tucson,2016,2.9,Hybrid,Semi-Automatic,218335,4,2
1551,Audi,A4,2002,3.6,Electric,Manual,172993,4,1
1552,Chevrolet,Malibu,2009,4.7,Electric,Automatic,287375,3,5
1553,Mercedes,C-Class,2014,4.9,Hybrid,Automatic,284339,5,2
1554,Chevrolet,Impala,2015,3.9,Hybrid,Manual,268167,3,3
1555,Honda,CR-V,2010,4.4,Hybrid,Automatic,209455,3,5
1556,BMW,5 Series,2014,2.1,Diesel,Automatic,247483,4,4
1557,Ford,Explorer,2020,4.9,Diesel,Automatic,113616,3,3
1558,Chevrolet,Malibu,2001,4.5,Diesel,Automatic,13424,3,5
1559,Hyundai,Sonata,2004,2.4,Petrol,Manual,40005,2,1
1560,Audi,Q5,2007,3.2,Petrol,Manual,53874,5,4
1561,BMW,5 Series,2010,4.8,Electric,Semi-Automatic,224853,2,1
1562,Honda,CR-V,2015,4.5,Electric,Automatic,174315,4,4
1563,Audi,Q5,2008,4.3,Diesel,Semi-Automatic,270670,3,2
1564,Toyota,Camry,2009,4.2,Hybrid,Manual,259739,4,1
1565,Hyundai,Elantra,2007,3.7,Petrol,Manual,126660,5,2
1566,Honda,Civic,2020,4.7,Electric,Automatic,183276,3,5
1567,Volkswagen,Golf,2006,1.4,Electric,Semi-Automatic,291291,4,4
1568,BMW,5 Series,2011,3.3,Hybrid,Semi-Automatic,122967,3,3
1569,Volkswagen,Golf,2002,3.1,Hybrid,Semi-Automatic,80423,3,3
1570,Chevrolet,Malibu,2005,3.9,Hybrid,Manual,258964,2,3
1571,Honda,Accord,2006,4.1,Petrol,Manual,53559,2,1
1572,Chevrolet,Equinox,2005,2.1,Electric,Manual,23508,3,2
1573,Toyota,Corolla,2014,2.6,Electric,Semi-Automatic,190357,5,4
1574,BMW,5 Series,2003,3.7,Diesel,Semi-Automatic,98183,2,4
1575,Audi,A3,2018,4.1,Diesel,Manual,194680,4,1
1576,Chevrolet,Impala,2004,3.4,Diesel,Manual,220116,4,3
1577,Chevrolet,Malibu,2004,2.0,Electric,Automatic,218600,2,1
1578,Ford,Fiesta,2016,2.4,Electric,Manual,242797,2,3
1579,Kia,Sportage,2010,1.3,Hybrid,Semi-Automatic,195406,3,1
1580,Chevrolet,Impala,2011,1.7,Petrol,Manual,205613,5,5
1581,Kia,Optima,2021,4.0,Electric,Semi-Automatic,39843,4,5
1582,Chevrolet,Impala,2004,3.2,Petrol,Manual,74305,3,5
1583,Ford,Focus,2003,3.2,Hybrid,Manual,247360,4,1
1584,Ford,Explorer,2010,3.0,Electric,Manual,9463,4,4
1585,Chevrolet,Malibu,2019,2.5,Hybrid,Semi-Automatic,65264,2,5
1586,Honda,CR-V,2016,3.6,Diesel,Manual,85010,4,1
1587,Ford,Fiesta,2009,2.7,Petrol,Semi-Automatic,181856,2,1
1588,Hyundai,Elantra,2009,3.4,Petrol,Semi-Automatic,83750,5,4
1589,Toyota,Camry,2014,1.8,Electric,Manual,142119,4,3
1590,Audi,Q5,2014,4.4,Petrol,Automatic,97537,4,3
1591,Chevrolet,Impala,2017,3.0,Electric,Automatic,20308,3,4
1592,Honda,Civic,2011,4.5,Electric,Manual,204561,5,2
1593,Chevrolet,Impala,2020,4.9,Hybrid,Automatic,268777,2,5
1594,Volkswagen,Golf,2019,3.3,Electric,Manual,64548,3,1
1595,Mercedes,E-Class,2011,1.4,Electric,Semi-Automatic,208998,2,4
1596,Honda,CR-V,2000,1.3,Electric,Manual,263968,4,1
1597,Honda,CR-V,2020,4.3,Electric,Semi-Automatic,20484,3,2
1598,Audi,A4,2017,3.3,Hybrid,Automatic,95902,4,2
1599,Audi,A3,2006,1.4,Electric,Automatic,103578,2,4
1600,BMW,5 Series,2005,4.3,Hybrid,Semi-Automatic,80192,3,5
1601,Volkswagen,Tiguan,2005,1.9,Electric,Manual,51361,4,3
1602,Ford,Focus,2022,3.7,Electric,Automatic,207358,2,3
1603,Chevrolet,Malibu,2013,2.7,Electric,Automatic,232392,5,5
1604,Ford,Explorer,2002,4.6,Diesel,Automatic,222292,4,3
1605,Honda,Accord,2010,1.4,Diesel,Semi-Automatic,288198,2,2
1606,Mercedes,C-Class,2012,2.6,Electric,Automatic,67976,4,5
1607,Honda,Civic,2001,4.0,Hybrid,Automatic,1383,4,4
1608,Toyota,Camry,2005,3.8,Diesel,Semi-Automatic,262618,3,1
1609,Honda,Accord,2018,1.5,Diesel,Semi-Automatic,125435,4,2
1610,Toyota,RAV4,2021,1.8,Hybrid,Automatic,230631,2,3
1611,BMW,3 Series,2008,1.5,Petrol,Manual,154191,5,5
1612,Honda,Civic,2005,2.2,Diesel,Automatic,212060,5,4
1613,Ford,Focus,2009,3.6,Diesel,Manual,222222,4,1
1614,Mercedes,GLA,2010,3.4,Electric,Automatic,212166,2,2
1615,Honda,CR-V,2017,3.2,Hybrid,Automatic,93604,4,5
1616,Chevrolet,Impala,2010,4.5,Diesel,Manual,202890,3,4
1617,Toyota,RAV4,2014,4.1,Petrol,Manual,133938,3,3
1618,Mercedes,GLA,2023,1.6,Hybrid,Semi-Automatic,198863,4,3
1619,Mercedes,GLA,2009,3.1,Petrol,Manual,31670,3,2
1620,Ford,Explorer,2000,3.3,Diesel,Manual,92704,2,1
1621,Kia,Rio,2016,3.5,Hybrid,Manual,147604,4,3
1622,Honda,Accord,2021,1.9,Hybrid,Semi-Automatic,24244,4,4
1623,Chevrolet,Impala,2019,3.0,Hybrid,Manual,34648,2,5
1624,Honda,Accord,2016,4.1,Electric,Manual,139325,5,3
1625,Hyundai,Elantra,2006,4.5,Diesel,Manual,292614,4,2
1626,Audi,A4,2010,1.5,Diesel,Automatic,93634,3,3
1627,BMW,5 Series,2011,3.1,Petrol,Semi-Automatic,168566,2,5
1628,Chevrolet,Malibu,2011,3.1,Electric,Automatic,225747,3,2
1629,BMW,3 Series,2011,1.2,Hybrid,Automatic,201386,5,3
1630,Hyundai,Sonata,2010,1.8,Diesel,Semi-Automatic,264223,3,1
1631,BMW,3 Series,2014,3.1,Electric,Automatic,174169,2,2
1632,Toyota,RAV4,2014,1.1,Hybrid,Manual,291608,4,3
1633,Ford,Explorer,2021,3.9,Petrol,Automatic,128902,2,4
1634,Ford,Focus,2016,2.9,Diesel,Automatic,120127,4,5
1635,Ford,Fiesta,2023,3.0,Diesel,Semi-Automatic,296982,2,5
1636,Toyota,Corolla,2008,4.3,Petrol,Automatic,60987,4,3
1637,Toyota,Camry,2014,1.5,Hybrid,Manual,294361,3,1
1638,Kia,Optima,2006,4.6,Petrol,Semi-Automatic,289058,4,2
1639,Honda,Accord,2012,4.4,Electric,Automatic,192668,4,2
1640,BMW,5 Series,2009,1.7,Diesel,Manual,59558,4,2
1641,Mercedes,C-Class,2015,3.5,Diesel,Automatic,217659,2,3
1642,Honda,Accord,2010,1.5,Hybrid,Semi-Automatic,91828,3,5
1643,Hyundai,Tucson,2010,2.1,Petrol,Semi-Automatic,44690,3,4
1644,BMW,3 Series,2017,3.7,Diesel,Manual,182293,2,4
1645,BMW,X5,2023,3.2,Petrol,Semi-Automatic,226042,4,5
1646,Chevrolet,Malibu,2001,4.0,Petrol,Manual,156848,5,5
1647,Audi,Q5,2023,1.2,Diesel,Semi-Automatic,11565,4,4
1648,Kia,Optima,2014,1.4,Diesel,Manual,86788,5,4
1649,Hyundai,Elantra,2021,4.4,Hybrid,Automatic,139803,3,4
1650,Honda,Accord,2005,1.7,Diesel,Automatic,237985,5,1
1651,Mercedes,E-Class,2014,2.6,Diesel,Manual,166129,2,2
1652,Volkswagen,Passat,2019,3.5,Petrol,Automatic,241961,3,1
1653,Chevrolet,Equinox,2022,1.1,Hybrid,Semi-Automatic,235673,3,2
1654,Honda,CR-V,2015,3.8,Hybrid,Semi-Automatic,234430,3,1
1655,Volkswagen,Tiguan,2005,4.7,Petrol,Manual,150442,3,5
1656,Toyota,RAV4,2012,2.2,Petrol,Semi-Automatic,184186,2,5
1657,Kia,Sportage,2023,1.7,Petrol,Semi-Automatic,52144,4,1
1658,Mercedes,E-Class,2013,2.9,Diesel,Manual,116858,4,3
1659,Honda,CR-V,2013,4.5,Diesel,Manual,37452,3,2
1660,Ford,Explorer,2002,1.6,Diesel,Manual,12478,5,5
1661,Toyota,Camry,2000,1.2,Hybrid,Semi-Automatic,85386,3,4
1662,Hyundai,Tucson,2007,3.4,Diesel,Manual,200597,4,1
1663,Audi,A4,2000,1.8,Diesel,Automatic,44891,2,3
1664,Toyota,RAV4,2018,3.0,Petrol,Automatic,39526,5,3
1665,Chevrolet,Malibu,2005,1.5,Electric,Manual,42171,3,4
1666,Honda,CR-V,2020,4.0,Hybrid,Automatic,138575,2,4
1667,BMW,3 Series,2022,2.5,Hybrid,Automatic,73285,5,3
1668,Toyota,Camry,2007,2.2,Petrol,Automatic,67973,2,1
1669,Mercedes,E-Class,2008,5.0,Electric,Manual,50096,2,2
1670,Hyundai,Sonata,2006,1.9,Hybrid,Semi-Automatic,13435,3,5
1671,Kia,Rio,2000,3.5,Diesel,Manual,202264,5,4
1672,Volkswagen,Golf,2009,2.2,Electric,Semi-Automatic,161642,3,1
1673,Honda,CR-V,2021,4.6,Hybrid,Automatic,173195,3,3
1674,Toyota,Corolla,2006,3.7,Hybrid,Automatic,28336,5,5
1675,Kia,Rio,2011,3.4,Petrol,Semi-Automatic,194364,2,5
1676,Audi,A4,2011,3.6,Petrol,Manual,91365,2,2
1677,Volkswagen,Tiguan,2023,4.1,Hybrid,Automatic,72819,3,4
1678,Hyundai,Tucson,2015,3.3,Petrol,Automatic,31069,3,5
1679,Volkswagen,Passat,2005,2.1,Hybrid,Automatic,165428,3,1
1680,Audi,A3,2004,4.6,Petrol,Automatic,20308,3,4
1681,Mercedes,C-Class,2000,4.1,Petrol,Semi-Automatic,70784,4,2
1682,Audi,A4,2005,3.1,Hybrid,Automatic,43525,4,5
1683,Audi,A4,2008,3.6,Hybrid,Manual,228784,4,2
1684,Volkswagen,Golf,2006,1.4,Electric,Semi-Automatic,244511,3,5
1685,Honda,CR-V,2004,2.2,Hybrid,Semi-Automatic,62278,4,3
1686,Chevrolet,Impala,2019,2.3,Petrol,Automatic,146849,2,5
1687,Ford,Fiesta,2012,3.0,Petrol,Automatic,173506,2,1
1688,Kia,Sportage,2023,1.2,Electric,Manual,190846,2,5
1689,Audi,A4,2018,2.9,Diesel,Manual,8842,5,2
1690,Kia,Rio,2022,4.2,Hybrid,Semi-Automatic,21289,2,5
1691,Audi,A4,2010,3.8,Diesel,Automatic,271969,5,4
1692,Hyundai,Tucson,2023,3.4,Diesel,Automatic,169381,2,3
1693,Chevrolet,Impala,2001,4.3,Diesel,Manual,117685,3,5
1694,Kia,Optima,2014,3.7,Petrol,Semi-Automatic,96918,4,5
1695,BMW,3 Series,2013,1.5,Hybrid,Automatic,208293,2,4
1696,Honda,Accord,2012,2.8,Hybrid,Semi-Automatic,135966,3,1
1697,Ford,Focus,2002,2.8,Electric,Automatic,293330,3,3
1698,Ford,Focus,2009,4.1,Electric,Semi-Automatic,244248,4,5
1699,Hyundai,Tucson,2010,2.4,Hybrid,Manual,235850,4,4
1700,Toyota,Camry,2016,2.0,Hybrid,Automatic,115571,2,3
1701,Kia,Optima,2013,1.8,Diesel,Semi-Automatic,36507,4,5
1702,Ford,Fiesta,2002,1.7,Petrol,Automatic,210171,5,2
1703,Audi,Q5,2023,3.6,Hybrid,Semi-Automatic,245796,4,2
1704,Mercedes,GLA,2014,4.9,Electric,Manual,12671,2,5
1705,Audi,A4,2002,3.6,Petrol,Semi-Automatic,259700,4,5
1706,Chevrolet,Impala,2008,3.6,Diesel,Manual,173500,4,2
1707,Chevrolet,Impala,2023,2.1,Petrol,Automatic,281615,3,1
1708,Kia,Rio,2020,2.2,Diesel,Manual,142392,5,1
1709,Kia,Optima,2023,1.6,Petrol,Semi-Automatic,189334,3,2
1710,BMW,5 Series,2001,1.2,Diesel,Semi-Automatic,55663,3,5
1711,BMW,5 Series,2022,2.1,Electric,Automatic,229332,4,1
1712,Honda,Accord,2008,4.4,Petrol,Manual,120374,2,1
1713,Hyundai,Elantra,2015,1.8,Diesel,Automatic,36064,4,3
1714,Honda,Civic,2014,4.9,Petrol,Semi-Automatic,247925,4,5
1715,BMW,3 Series,2023,3.2,Electric,Automatic,142564,3,1
1716,Toyota,RAV4,2017,3.1,Diesel,Automatic,196995,3,2
1717,Hyundai,Elantra,2023,3.1,Hybrid,Manual,74502,5,5
1718,Hyundai,Tucson,2011,2.7,Electric,Manual,298757,3,5
1719,Volkswagen,Golf,2008,2.0,Electric,Semi-Automatic,179010,2,3
1720,Hyundai,Sonata,2007,1.8,Hybrid,Automatic,97552,3,4
1721,Mercedes,GLA,2001,1.4,Diesel,Manual,105088,2,1
1722,Volkswagen,Passat,2006,3.8,Petrol,Semi-Automatic,149573,3,4
1723,Chevrolet,Impala,2013,3.9,Diesel,Automatic,21396,4,2
1724,Honda,CR-V,2002,3.9,Hybrid,Manual,84234,5,2
1725,Toyota,RAV4,2013,1.5,Petrol,Semi-Automatic,87831,4,2
1726,Audi,A4,2022,4.0,Petrol,Semi-Automatic,109649,5,5
1727,Volkswagen,Passat,2022,1.4,Petrol,Automatic,28004,4,1
1728,Kia,Optima,2012,2.9,Hybrid,Manual,259817,3,5
1729,Audi,A4,2013,4.5,Hybrid,Automatic,233742,2,1
1730,Volkswagen,Tiguan,2020,3.3,Petrol,Manual,172227,3,3
1731,Toyota,RAV4,2011,5.0,Hybrid,Automatic,13473,5,4
1732,Honda,Civic,2003,3.5,Diesel,Semi-Automatic,170089,2,1
1733,BMW,X5,2020,3.1,Diesel,Manual,54614,2,4
1734,Kia,Optima,2006,3.8,Electric,Manual,276138,2,1
1735,Hyundai,Elantra,2006,1.2,Diesel,Manual,227665,4,2
1736,BMW,3 Series,2021,2.1,Diesel,Semi-Automatic,85775,4,2
1737,Chevrolet,Impala,2020,3.0,Hybrid,Semi-Automatic,7623,3,1
1738,Kia,Rio,2006,4.1,Diesel,Manual,134712,2,2
1739,Volkswagen,Tiguan,2009,2.6,Electric,Manual,252720,4,2
1740,BMW,X5,2016,2.2,Diesel,Automatic,69374,4,1
1741,Audi,A3,2022,4.5,Electric,Automatic,286355,4,2
1742,Hyundai,Tucson,2018,1.6,Hybrid,Automatic,3022,5,2
1743,BMW,X5,2007,3.5,Petrol,Semi-Automatic,140717,3,5
1744,Audi,A4,2022,1.4,Hybrid,Manual,94696,2,5
1745,Volkswagen,Golf,2000,1.9,Hybrid,Automatic,36648,5,3
1746,Volkswagen,Golf,2012,3.2,Petrol,Manual,182056,3,4
1747,Ford,Fiesta,2007,2.9,Diesel,Automatic,210486,2,2
1748,Kia,Rio,2006,2.0,Electric,Manual,119785,5,1
1749,Ford,Focus,2020,2.2,Electric,Automatic,222571,4,4
1750,Kia,Rio,2015,3.7,Diesel,Semi-Automatic,181782,5,5
1751,Chevrolet,Equinox,2012,3.3,Petrol,Semi-Automatic,277925,4,2
1752,Honda,Civic,2012,3.7,Diesel,Manual,206605,4,5
1753,Chevrolet,Malibu,2007,3.6,Diesel,Manual,288298,4,3
1754,Volkswagen,Tiguan,2012,1.3,Diesel,Automatic,34356,5,1
1755,Ford,Focus,2006,3.3,Petrol,Semi-Automatic,204468,2,4
1756,Toyota,Corolla,2007,2.1,Electric,Semi-Automatic,164847,2,4
1757,Ford,Explorer,2007,4.9,Petrol,Manual,256751,4,4
1758,Audi,A4,2022,2.8,Hybrid,Manual,199301,4,1
1759,Chevrolet,Impala,2022,1.8,Petrol,Automatic,146938,4,5
1760,Mercedes,GLA,2006,1.6,Hybrid,Automatic,185420,5,3
1761,Volkswagen,Golf,2022,1.7,Hybrid,Manual,185988,3,4
1762,Hyundai,Elantra,2006,4.0,Electric,Automatic,294825,2,2
1763,Kia,Optima,2011,1.6,Diesel,Automatic,186782,5,4
1764,Honda,CR-V,2012,2.3,Diesel,Manual,138932,2,5
1765,Mercedes,C-Class,2004,3.2,Hybrid,Automatic,32252,5,4
1766,Ford,Explorer,2010,3.2,Petrol,Semi-Automatic,152776,5,2
1767,Chevrolet,Equinox,2003,3.5,Electric,Automatic,61700,2,4
1768,Mercedes,E-Class,2021,4.8,Diesel,Semi-Automatic,31848,2,1
1769,Mercedes,GLA,2022,1.3,Hybrid,Manual,3788,3,1
1770,Audi,A3,2019,3.2,Petrol,Automatic,60084,3,2
1771,Honda,Civic,2023,4.6,Diesel,Manual,72025,5,2
1772,Mercedes,GLA,2010,1.7,Electric,Automatic,251783,3,3
1773,Chevrolet,Equinox,2011,3.5,Hybrid,Automatic,35655,5,4
1774,Chevrolet,Malibu,2019,2.5,Diesel,Manual,11001,4,3
1775,BMW,3 Series,2003,4.7,Diesel,Manual,48097,3,1
1776,Mercedes,GLA,2023,1.3,Electric,Manual,9218,2,5
1777,Toyota,Camry,2023,2.6,Diesel,Automatic,73774,2,4
1778,Ford,Explorer,2007,2.7,Electric,Manual,183051,4,1
1779,Audi,A4,2010,2.2,Hybrid,Semi-Automatic,124510,4,1
1780,Mercedes,GLA,2012,5.0,Diesel,Manual,200981,5,5
1781,BMW,3 Series,2008,3.4,Diesel,Manual,17194,2,5
1782,Chevrolet,Equinox,2007,4.0,Electric,Manual,108716,5,5
1783,Ford,Fiesta,2017,1.4,Diesel,Automatic,6319,5,3
1784,Kia,Optima,2018,1.5,Petrol,Manual,100084,2,3
1785,Honda,Civic,2015,3.7,Petrol,Manual,59678,3,2
1786,Volkswagen,Golf,2013,3.3,Hybrid,Semi-Automatic,167096,2,1
1787,Ford,Focus,2010,1.4,Electric,Automatic,290186,5,1
1788,Toyota,Corolla,2005,4.5,Electric,Automatic,186080,4,5
1789,Ford,Focus,2001,2.0,Diesel,Semi-Automatic,67832,3,2
1790,Chevrolet,Equinox,2016,3.9,Hybrid,Manual,72828,3,1
1791,Kia,Sportage,2014,1.0,Petrol,Manual,13682,4,5
1792,Kia,Rio,2002,2.5,Petrol,Automatic,103334,5,2
1793,Chevrolet,Malibu,2023,2.8,Hybrid,Semi-Automatic,125172,2,3
1794,Audi,A3,2007,3.4,Petrol,Semi-Automatic,3514,4,1
1795,Mercedes,E-Class,2008,3.8,Electric,Manual,106591,4,3
1796,Toyota,Camry,2008,2.6,Diesel,Semi-Automatic,211463,5,1
1797,Hyundai,Sonata,2012,1.1,Hybrid,Semi-Automatic,134479,2,4
1798,Kia,Optima,2017,4.6,Electric,Automatic,166993,4,4
1799,Toyota,RAV4,2000,2.2,Petrol,Manual,238229,5,1
1800,Chevrolet,Malibu,2012,4.9,Electric,Automatic,165196,5,5
1801,Volkswagen,Passat,2006,4.9,Electric,Automatic,65918,2,3
1802,Hyundai,Tucson,2010,2.2,Diesel,Semi-Automatic,284632,3,1
1803,BMW,X5,2020,2.4,Electric,Semi-Automatic,133294,2,4
1804,Honda,CR-V,2012,3.1,Diesel,Automatic,72724,2,4
1805,Honda,Accord,2017,1.0,Diesel,Semi-Automatic,151252,5,2
1806,Honda,Accord,2013,4.6,Diesel,Manual,182736,2,4
1807,Volkswagen,Tiguan,2009,4.9,Petrol,Automatic,116854,5,3
1808,Hyundai,Tucson,2003,1.1,Diesel,Automatic,245891,2,5
1809,Kia,Rio,2004,4.9,Petrol,Manual,285701,4,5
1810,Volkswagen,Golf,2022,1.1,Petrol,Semi-Automatic,164969,2,2
1811,Toyota,Corolla,2006,3.3,Electric,Semi-Automatic,21306,4,4
1812,Audi,A4,2017,1.9,Diesel,Semi-Automatic,152772,2,2
1813,Toyota,RAV4,2002,4.5,Petrol,Manual,279351,3,2
1814,Hyundai,Elantra,2005,2.0,Petrol,Automatic,36156,4,3
1815,Audi,A3,2019,1.7,Electric,Automatic,130959,4,4
1816,Ford,Fiesta,2010,2.6,Hybrid,Manual,145953,5,1
1817,Volkswagen,Passat,2020,4.3,Electric,Semi-Automatic,13344,2,4
1818,Honda,Civic,2018,4.6,Diesel,Automatic,39465,5,1
1819,Volkswagen,Golf,2004,2.9,Petrol,Semi-Automatic,65347,3,2
1820,Hyundai,Elantra,2005,4.4,Hybrid,Manual,275360,2,2
1821,BMW,X5,2006,1.6,Petrol,Automatic,239060,4,3
1822,Hyundai,Tucson,2023,4.5,Diesel,Automatic,141572,3,5
1823,BMW,X5,2010,2.0,Hybrid,Semi-Automatic,174164,3,5
1824,Kia,Optima,2022,5.0,Electric,Automatic,260953,5,4
1825,Toyota,Corolla,2019,2.0,Electric,Manual,55370,5,5
1826,BMW,3 Series,2012,4.0,Diesel,Automatic,161431,5,4
1827,Volkswagen,Golf,2001,3.3,Hybrid,Automatic,159349,3,2
1828,Mercedes,C-Class,2020,2.5,Diesel,Manual,177299,3,1
1829,Audi,A3,2012,4.3,Diesel,Automatic,76005,2,1
1830,Toyota,Camry,2002,1.7,Diesel,Manual,102549,2,5
1831,Ford,Focus,2003,3.3,Petrol,Automatic,72117,2,5
1832,BMW,5 Series,2000,4.4,Hybrid,Automatic,90949,3,5
1833,Volkswagen,Passat,2018,3.0,Diesel,Semi-Automatic,77132,5,1
1834,BMW,5 Series,2008,2.6,Electric,Automatic,96132,2,5
1835,Honda,Civic,2017,3.6,Electric,Manual,214703,4,2
1836,Hyundai,Tucson,2007,1.3,Hybrid,Manual,61157,3,4
1837,Mercedes,GLA,2004,3.1,Electric,Automatic,220120,2,2
1838,Audi,Q5,2005,4.0,Hybrid,Automatic,127914,5,2
1839,Mercedes,C-Class,2014,4.7,Diesel,Semi-Automatic,93908,3,2
1840,Volkswagen,Tiguan,2008,2.6,Electric,Automatic,271567,2,2
1841,BMW,5 Series,2017,4.4,Petrol,Manual,67229,4,2
