,Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count
2346,Audi,A3,2014,1.7,Diesel,Automatic,111647,2,5
2347,Hyundai,Tucson,2023,3.4,Diesel,Automatic,169381,2,3
2348,Mercedes,GLA,2010,1.7,Electric,Automatic,251783,3,3
2349,Audi,Q5,2002,4.1,Electric,Automatic,291071,3,2
2350,Ford,Focus,2020,2.8,Electric,Automatic,94715,2,1
2351,Toyota,Corolla,2020,1.0,Diesel,Manual,191019,3,2
2352,Toyota,Camry,2011,3.1,Hybrid,Automatic,86624,5,5
2353,Hyundai,Tucson,2021,4.2,Diesel,Semi-Automatic,215585,5,3
2354,Toyota,Corolla,2007,1.1,Petrol,Manual,165212,3,5
2355,Hyundai,Sonata,2006,4.6,Petrol,Manual,99528,5,2
2356,Audi,A4,2018,1.6,Diesel,Manual,180019,3,5
2357,Audi,A4,2009,3.7,Diesel,Semi-Automatic,204116,5,4
2358,Audi,Q5,2013,1.3,Electric,Manual,32308,3,1
2359,Ford,Fiesta,2005,3.0,Hybrid,Manual,144199,2,4
2360,Volkswagen,Passat,2021,4.4,Electric,Manual,264147,3,1
2361,Ford,Explorer,2015,4.3,Electric,Manual,147409,3,1
2362,Audi,A4,2008,1.0,Hybrid,Semi-Automatic,6390,5,4
2363,Toyota,Camry,2014,4.6,Diesel,Manual,53192,3,4
2364,Volkswagen,Tiguan,2015,3.4,Hybrid,Semi-Automatic,265204,2,5
2365,Chevrolet,Malibu,2018,1.5,Electric,Automatic,81520,3,5
2366,Kia,Optima,2016,4.4,Petrol,Automatic,276620,4,1
2367,Hyundai,Tucson,2022,1.6,Petrol,Manual,207317,5,5
2368,Toyota,Camry,2014,4.7,Petrol,Manual,148085,2,4
2369,Honda,CR-V,2004,4.4,Petrol,Automatic,288793,3,3
2370,Chevrolet,Impala,2020,1.5,Petrol,Automatic,201213,4,5
2371,Chevrolet,Malibu,2019,3.3,Electric,Semi-Automatic,295893,3,2
2372,Hyundai,Tucson,2019,1.3,Electric,Manual,269936,3,2
2373,Toyota,RAV4,2008,3.6,Hybrid,Automatic,9631,3,1
2374,Toyota,RAV4,2010,1.9,Diesel,Semi-Automatic,122550,3,4
2375,Kia,Optima,2004,2.3,Petrol,Semi-Automatic,142028,2,4
2376,Toyota,Camry,2017,4.8,Electric,Semi-Automatic,297176,4,2
2377,Honda,CR-V,2006,4.3,Diesel,Semi-Automatic,226236,4,3
2378,Kia,Sportage,2015,1.8,Hybrid,Semi-Automatic,19111,4,3
2379,Ford,Fiesta,2004,3.0,Hybrid,Manual,27703,3,5
2380,Honda,Accord,2002,1.1,Petrol,Manual,164737,5,3
2381,Kia,Rio,2003,3.6,Petrol,Semi-Automatic,115892,5,5
2382,Toyota,RAV4,2020,2.4,Petrol,Automatic,227454,3,4
2383,Ford,Fiesta,2005,1.9,Diesel,Automatic,6863,4,4
2384,Honda,CR-V,2003,2.3,Petrol,Manual,26129,5,2
2385,Toyota,Camry,2015,2.3,Petrol,Semi-Automatic,245126,3,3
2386,Mercedes,C-Class,2023,4.6,Electric,Semi-Automatic,274137,2,3
2387,Chevrolet,Malibu,2017,3.8,Electric,Manual,14956,2,3
2388,Toyota,Corolla,2006,4.4,Hybrid,Semi-Automatic,169351,2,2
2389,Kia,Rio,2014,4.5,Diesel,Automatic,207887,5,3
2390,Mercedes,E-Class,2011,2.4,Hybrid,Semi-Automatic,20402,3,3
2391,Mercedes,GLA,2003,2.6,Electric,Semi-Automatic,73743,4,1
2392,Hyundai,Elantra,2012,4.7,Diesel,Semi-Automatic,1565,2,2
2393,Volkswagen,Passat,2023,4.0,Electric,Automatic,158733,3,2
2394,Honda,Civic,2000,2.4,Electric,Semi-Automatic,99479,2,2
2395,Chevrolet,Impala,2020,2.5,Hybrid,Semi-Automatic,57518,2,3
2396,Audi,Q5,2001,2.3,Petrol,Semi-Automatic,34035,3,3
2397,Mercedes,GLA,2003,4.2,Diesel,Manual,71650,2,5
2398,Kia,Optima,2001,1.2,Diesel,Semi-Automatic,38717,2,1
2399,Hyundai,Sonata,2010,2.7,Petrol,Manual,228021,5,4
2400,Chevrolet,Impala,2004,2.6,Hybrid,Automatic,189597,3,1
2401,Hyundai,Elantra,2006,1.1,Diesel,Automatic,286944,4,4
2402,Mercedes,E-Class,2010,2.3,Electric,Manual,295293,2,4
2403,Kia,Sportage,2008,4.8,Hybrid,Semi-Automatic,72579,4,2
2404,Honda,CR-V,2006,1.9,Diesel,Manual,127041,5,2
2405,Audi,A4,2018,1.6,Petrol,Automatic,36774,2,2
2406,Kia,Rio,2002,2.3,Diesel,Semi-Automatic,90184,3,2
2407,Audi,A3,2012,4.9,Petrol,Automatic,270529,3,2
2408,Volkswagen,Golf,2011,3.7,Hybrid,Manual,209279,5,2
2409,BMW,3 Series,2003,4.9,Diesel,Manual,221213,3,5
2410,Audi,Q5,2011,4.7,Petrol,Semi-Automatic,218985,5,3
2411,Honda,Civic,2008,1.4,Electric,Manual,158673,5,3
2412,Kia,Rio,2016,1.6,Electric,Automatic,285860,4,5
2413,Kia,Rio,2009,1.2,Diesel,Semi-Automatic,61862,4,3
2414,Chevrolet,Malibu,2012,2.0,Hybrid,Automatic,5356,2,3
2415,Kia,Sportage,2016,4.5,Hybrid,Automatic,54099,3,2
2416,BMW,5 Series,2004,4.5,Petrol,Semi-Automatic,5223,2,1
2417,BMW,5 Series,2013,1.8,Diesel,Manual,269377,3,2
2418,Volkswagen,Passat,2001,4.3,Electric,Manual,9556,5,5
2419,Ford,Fiesta,2000,4.8,Hybrid,Semi-Automatic,66401,2,5
2420,Volkswagen,Golf,2022,1.8,Petrol,Semi-Automatic,278342,5,1
2421,Audi,Q5,2011,4.5,Petrol,Automatic,277409,3,5
2422,Honda,Accord,2013,4.6,Diesel,Manual,182736,2,4
2423,Toyota,RAV4,2014,1.1,Hybrid,Manual,291608,4,3
2424,Volkswagen,Passat,2004,2.7,Electric,Manual,137943,4,1
2425,Honda,Accord,2017,1.1,Diesel,Semi-Automatic,240120,5,5
2426,Honda,Accord,2010,2.7,Diesel,Semi-Automatic,11720,4,2
2427,Mercedes,GLA,2017,2.3,Hybrid,Automatic,189243,3,5
2428,Toyota,Corolla,2006,2.7,Electric,Semi-Automatic,135840,5,5
2429,Mercedes,E-Class,2004,2.3,Electric,Automatic,235443,5,2
2430,Volkswagen,Golf,2012,2.3,Diesel,Automatic,110813,4,3
2431,Audi,Q5,2019,3.2,Petrol,Semi-Automatic,61680,2,1
2432,Volkswagen,Tiguan,2018,3.4,Petrol,Manual,152401,3,2
2433,Honda,Accord,2009,1.4,Diesel,Manual,103573,3,5
2434,Volkswagen,Tiguan,2004,3.9,Hybrid,Manual,120794,3,3
2435,Honda,Civic,2005,4.4,Electric,Semi-Automatic,156422,5,3
2436,Audi,A4,2003,3.6,Hybrid,Manual,189266,3,5
2437,Kia,Optima,2006,4.6,Hybrid,Manual,272450,4,3
2438,Volkswagen,Golf,2003,2.1,Hybrid,Semi-Automatic,103278,3,3
2439,Audi,Q5,2007,3.8,Hybrid,Semi-Automatic,92810,3,5
2440,Chevrolet,Equinox,2006,1.4,Hybrid,Automatic,16367,4,4
2441,BMW,5 Series,2013,3.6,Petrol,Semi-Automatic,242141,5,5
2442,Honda,Civic,2010,1.5,Diesel,Manual,170395,3,4
2443,Ford,Fiesta,2010,2.9,Hybrid,Semi-Automatic,93513,5,3
2444,Volkswagen,Passat,2000,4.5,Petrol,Manual,179413,3,3
2445,Volkswagen,Tiguan,2002,4.7,Electric,Manual,92327,2,4
2446,Kia,Sportage,2023,1.2,Electric,Manual,190846,2,5
2447,Mercedes,E-Class,2005,3.4,Petrol,Automatic,104731,5,3
2448,Hyundai,Elantra,2023,4.0,Petrol,Manual,258604,3,4
2449,BMW,3 Series,2014,2.7,Electric,Automatic,69430,3,5
2450,Honda,Civic,2006,1.9,Petrol,Manual,98427,3,1
2451,Chevrolet,Equinox,2006,3.3,Hybrid,Semi-Automatic,143776,2,2
2452,Mercedes,C-Class,2007,4.7,Electric,Semi-Automatic,123828,3,2
2453,Honda,Accord,2015,2.4,Diesel,Manual,118764,2,1
2454,Audi,A3,2013,3.7,Petrol,Manual,18182,3,3
2455,Mercedes,C-Class,2001,4.8,Hybrid,Automatic,206631,2,5
2456,Volkswagen,Tiguan,2019,2.8,Electric,Manual,74060,2,3
2457,Kia,Optima,2011,1.6,Diesel,Automatic,186782,5,4
2458,Honda,CR-V,2015,4.5,Electric,Semi-Automatic,223211,3,5
2459,Ford,Fiesta,2022,4.1,Electric,Manual,4726,3,1
2460,Volkswagen,Golf,2003,1.9,Diesel,Semi-Automatic,197581,5,5
2461,Honda,CR-V,2022,4.6,Hybrid,Manual,65449,3,3
2462,Audi,A3,2012,1.4,Diesel,Automatic,118261,3,5
2463,Chevrolet,Malibu,2023,4.3,Diesel,Automatic,271366,4,2
2464,Honda,Accord,2008,1.1,Electric,Semi-Automatic,292057,5,3
2465,Kia,Rio,2018,3.3,Petrol,Semi-Automatic,27157,5,3
2466,Hyundai,Sonata,2011,4.1,Hybrid,Semi-Automatic,138965,4,4
2467,Honda,Accord,2023,1.7,Diesel,Automatic,31712,3,1
2468,Volkswagen,Golf,2014,3.9,Electric,Automatic,95537,4,2
2469,Volkswagen,Passat,2005,1.5,Petrol,Manual,217997,5,4
2470,Kia,Sportage,2007,3.9,Diesel,Automatic,96297,3,4
2471,Chevrolet,Malibu,2015,1.5,Electric,Semi-Automatic,3559,5,3
2472,Mercedes,E-Class,2008,2.7,Petrol,Manual,181728,2,5
2473,Chevrolet,Equinox,2008,3.5,Petrol,Manual,184428,2,1
2474,Kia,Rio,2020,3.0,Diesel,Semi-Automatic,94308,2,5
2475,Volkswagen,Passat,2011,1.4,Hybrid,Semi-Automatic,224435,5,3
2476,Mercedes,GLA,2006,2.2,Petrol,Semi-Automatic,273418,2,1
2477,Audi,Q5,2008,3.1,Diesel,Automatic,170209,3,2
2478,Ford,Focus,2003,2.0,Electric,Automatic,63899,3,2
2479,Mercedes,GLA,2011,1.3,Petrol,Automatic,26406,2,3
2480,Volkswagen,Tiguan,2004,4.9,Hybrid,Manual,220473,2,1
2481,Mercedes,C-Class,2020,1.2,Petrol,Manual,100045,5,5
2482,Chevrolet,Impala,2020,1.2,Diesel,Semi-Automatic,188796,4,1
2483,Ford,Fiesta,2023,1.4,Diesel,Semi-Automatic,9651,5,4
2484,Honda,Accord,2008,1.8,Electric,Semi-Automatic,127873,4,3
2485,Ford,Explorer,2009,1.9,Hybrid,Semi-Automatic,98000,4,1
2486,Chevrolet,Impala,2017,1.8,Diesel,Semi-Automatic,22175,2,2
2487,Chevrolet,Malibu,2000,2.0,Diesel,Manual,151821,4,4
2488,Ford,Focus,2020,2.1,Diesel,Automatic,57798,2,2
2489,Toyota,RAV4,2017,2.6,Electric,Automatic,117587,4,5
2490,BMW,3 Series,2012,4.1,Hybrid,Semi-Automatic,269110,5,5
2491,Mercedes,E-Class,2002,2.9,Diesel,Automatic,71027,5,4
2492,Kia,Optima,2023,3.6,Diesel,Automatic,50457,2,4
2493,Ford,Focus,2023,3.3,Diesel,Manual,258969,5,1
2494,Toyota,Corolla,2018,4.4,Electric,Semi-Automatic,27278,3,5
2495,Volkswagen,Golf,2003,1.2,Petrol,Manual,163611,5,4
2496,Hyundai,Sonata,2002,3.1,Hybrid,Semi-Automatic,264010,5,1
2497,Mercedes,C-Class,2013,1.6,Petrol,Semi-Automatic,177460,4,2
2498,Honda,Accord,2012,4.8,Hybrid,Semi-Automatic,263129,5,5
2499,BMW,3 Series,2013,1.5,Hybrid,Automatic,208293,2,4
2500,Chevrolet,Impala,2009,3.8,Electric,Manual,29401,2,2
2501,Mercedes,C-Class,2011,4.2,Petrol,Semi-Automatic,292078,3,4
2502,Honda,CR-V,2015,2.6,Petrol,Manual,216068,4,5
2503,Kia,Rio,2001,4.6,Hybrid,Automatic,145289,5,4
2504,Hyundai,Tucson,2010,2.6,Electric,Manual,51964,2,3
2505,BMW,X5,2001,1.7,Electric,Automatic,167431,4,3
2506,BMW,5 Series,2009,2.1,Hybrid,Manual,152054,3,1
2507,Volkswagen,Golf,2000,4.0,Hybrid,Manual,237232,4,5
2508,Chevrolet,Impala,2001,1.0,Hybrid,Semi-Automatic,99627,5,3
2509,Audi,A3,2012,3.5,Electric,Manual,61091,4,3
2510,Hyundai,Tucson,2017,2.8,Petrol,Manual,128059,2,4
2511,Kia,Sportage,2007,3.1,Electric,Semi-Automatic,1798,2,2
2512,Toyota,Corolla,2013,4.0,Petrol,Manual,185606,4,2
2513,Toyota,Corolla,2014,4.2,Electric,Manual,268193,4,4
2514,Honda,Civic,2018,1.6,Petrol,Manual,272408,5,5
2515,Audi,A3,2002,4.1,Petrol,Automatic,69875,5,2
2516,Audi,Q5,2016,4.1,Diesel,Automatic,249475,2,5
2517,Ford,Explorer,2014,4.7,Diesel,Manual,93518,3,4
2518,Ford,Fiesta,2023,2.3,Electric,Automatic,174055,3,3
2519,Chevrolet,Malibu,2005,2.8,Electric,Automatic,104526,3,1
2520,Honda,Accord,2020,2.4,Diesel,Semi-Automatic,81351,4,4
2521,Audi,A3,2021,4.4,Diesel,Semi-Automatic,91956,2,2
2522,BMW,3 Series,2014,3.8,Petrol,Manual,190083,3,3
2523,Hyundai,Sonata,2015,1.4,Hybrid,Semi-Automatic,65628,2,1
2524,Ford,Explorer,2020,4.8,Electric,Automatic,19112,4,5
2525,Audi,A4,2020,2.2,Electric,Automatic,199392,4,2
2526,Mercedes,GLA,2002,1.5,Diesel,Automatic,193396,4,3
2527,Kia,Optima,2010,3.9,Petrol,Semi-Automatic,190927,2,1
2528,Ford,Focus,2012,4.5,Diesel,Semi-Automatic,12118,3,5
2529,Hyundai,Elantra,2023,2.1,Hybrid,Manual,89918,3,1
2530,Hyundai,Elantra,2001,4.6,Diesel,Semi-Automatic,102606,3,2
2531,Hyundai,Elantra,2018,1.7,Hybrid,Manual,168094,5,5
2532,Ford,Explorer,2011,1.4,Hybrid,Semi-Automatic,161912,4,4
2533,Volkswagen,Tiguan,2004,3.6,Hybrid,Semi-Automatic,29915,4,1
2534,Toyota,Corolla,2022,5.0,Diesel,Semi-Automatic,284939,4,3
2535,Audi,A4,2023,3.9,Electric,Manual,154684,3,3
2536,Chevrolet,Malibu,2006,2.8,Petrol,Manual,253372,2,4
2537,Ford,Focus,2018,2.2,Electric,Semi-Automatic,217000,3,4
2538,Honda,Accord,2001,4.5,Petrol,Manual,200929,3,3
2539,Toyota,RAV4,2023,2.1,Diesel,Automatic,264695,3,3
2540,Mercedes,C-Class,2001,2.8,Electric,Semi-Automatic,57633,4,1
2541,Mercedes,C-Class,2021,1.4,Electric,Automatic,126699,5,4
2542,Volkswagen,Golf,2002,4.9,Petrol,Semi-Automatic,51900,3,2
2543,Kia,Sportage,2009,4.0,Diesel,Manual,135765,5,4
2544,Ford,Explorer,2023,3.7,Diesel,Automatic,237277,4,5
2545,Mercedes,E-Class,2012,2.7,Hybrid,Semi-Automatic,184680,3,3
2546,Hyundai,Sonata,2019,3.0,Petrol,Automatic,64584,2,3
2547,Kia,Sportage,2020,4.3,Petrol,Manual,210685,5,1
2548,Toyota,RAV4,2005,2.5,Hybrid,Semi-Automatic,239287,4,1
2549,Ford,Explorer,2007,2.7,Electric,Manual,183051,4,1
2550,Volkswagen,Passat,2022,2.5,Hybrid,Automatic,15999,3,4
2551,Toyota,Corolla,2018,3.5,Petrol,Automatic,230823,3,5
2552,Honda,Civic,2016,4.4,Hybrid,Semi-Automatic,42823,2,2
2553,Honda,Civic,2000,4.0,Petrol,Semi-Automatic,281448,5,5
2554,Ford,Fiesta,2011,5.0,Petrol,Automatic,125014,4,5
2555,BMW,3 Series,2004,2.2,Electric,Automatic,190504,3,2
2556,BMW,X5,2004,1.5,Diesel,Automatic,204079,3,1
2557,Toyota,Corolla,2023,3.8,Electric,Semi-Automatic,293331,3,2
2558,Mercedes,E-Class,2007,4.6,Electric,Manual,202817,3,5
2559,Volkswagen,Passat,2010,3.7,Diesel,Automatic,78342,4,5
2560,Mercedes,C-Class,2003,4.4,Hybrid,Manual,88089,3,3
2561,Audi,A4,2001,4.2,Electric,Automatic,11815,3,4
2562,BMW,X5,2009,2.4,Diesel,Semi-Automatic,267260,5,4
2563,Chevrolet,Equinox,2021,1.0,Petrol,Semi-Automatic,263836,4,3
2564,Volkswagen,Tiguan,2007,1.8,Diesel,Automatic,215686,2,1
2565,Toyota,Camry,2014,5.0,Hybrid,Semi-Automatic,185806,5,3
2566,BMW,3 Series,2014,2.1,Petrol,Manual,191744,5,1
2567,Toyota,RAV4,2005,3.1,Diesel,Manual,74184,4,5
2568,Honda,CR-V,2016,3.6,Diesel,Manual,85010,4,1
2569,Ford,Focus,2017,3.8,Electric,Automatic,255900,5,3
2570,Chevrolet,Equinox,2019,4.2,Electric,Manual,143752,4,5
2571,BMW,3 Series,2006,4.1,Petrol,Semi-Automatic,227114,5,5
2572,Volkswagen,Passat,2005,2.5,Diesel,Semi-Automatic,183684,5,1
2573,Chevrolet,Equinox,2017,3.7,Electric,Manual,188995,4,3
2574,Honda,Accord,2011,3.0,Petrol,Manual,264211,3,1
2575,Chevrolet,Impala,2002,4.4,Diesel,Automatic,243432,2,2
2576,Mercedes,E-Class,2017,4.1,Electric,Semi-Automatic,229816,5,5
2577,Chevrolet,Malibu,2023,2.0,Diesel,Manual,280794,2,3
2578,BMW,X5,2011,3.3,Electric,Semi-Automatic,207905,4,5
2579,Chevrolet,Equinox,2019,4.6,Diesel,Semi-Automatic,113334,4,3
2580,Audi,Q5,2017,1.1,Electric,Semi-Automatic,21203,2,4
2581,Hyundai,Tucson,2012,2.4,Hybrid,Semi-Automatic,222315,2,5
2582,Mercedes,E-Class,2005,2.7,Diesel,Manual,220699,3,5
2583,BMW,5 Series,2010,2.5,Diesel,Semi-Automatic,180671,5,5
2584,Hyundai,Sonata,2000,2.5,Diesel,Automatic,52610,2,4
2585,Honda,CR-V,2008,3.9,Diesel,Automatic,221697,4,1
2586,Hyundai,Sonata,2017,4.4,Hybrid,Semi-Automatic,248658,5,4
2587,Toyota,Camry,2021,3.1,Electric,Manual,51057,3,5
2588,Kia,Sportage,2015,4.6,Electric,Semi-Automatic,275056,5,3
2589,Ford,Focus,2013,4.9,Diesel,Semi-Automatic,128700,2,2
2590,Audi,A4,2003,1.5,Petrol,Automatic,260266,4,1
2591,BMW,3 Series,2019,2.2,Petrol,Automatic,102893,4,5
2592,Hyundai,Tucson,2019,1.5,Petrol,Semi-Automatic,40614,5,4
2593,Mercedes,C-Class,2002,4.1,Electric,Manual,78267,4,5
2594,Kia,Optima,2003,4.6,Petrol,Automatic,47168,4,2
2595,BMW,5 Series,2017,2.1,Diesel,Automatic,199006,3,3
2596,Chevrolet,Impala,2019,3.6,Petrol,Automatic,224833,4,3
2597,Ford,Focus,2021,3.8,Diesel,Automatic,165991,4,5
2598,Ford,Focus,2023,4.4,Electric,Manual,195913,5,5
2599,Volkswagen,Passat,2002,4.3,Hybrid,Manual,1576,5,3
2600,Mercedes,E-Class,2017,1.8,Diesel,Semi-Automatic,85898,2,3
2601,Ford,Explorer,2006,1.6,Hybrid,Semi-Automatic,235768,5,2
2602,Kia,Rio,2023,3.8,Diesel,Semi-Automatic,250150,5,4
2603,Audi,A3,2017,3.8,Electric,Automatic,49554,5,5
2604,Chevrolet,Impala,2016,2.8,Petrol,Manual,264456,4,5
2605,Kia,Optima,2017,2.2,Diesel,Manual,75720,4,2
2606,Mercedes,E-Class,2009,3.9,Diesel,Semi-Automatic,299045,4,4
2607,Honda,Accord,2021,2.1,Diesel,Semi-Automatic,128431,3,1
2608,Kia,Rio,2016,2.5,Petrol,Manual,275604,3,5
2609,Chevrolet,Equinox,2018,1.5,Electric,Manual,98136,5,5
2610,Mercedes,C-Class,2000,4.7,Petrol,Automatic,43400,5,2
2611,Honda,Accord,2021,1.2,Petrol,Semi-Automatic,145536,3,4
2612,Audi,Q5,2002,4.3,Electric,Semi-Automatic,67800,3,1
2613,Honda,Civic,2002,2.1,Electric,Automatic,245787,2,5
2614,Mercedes,E-Class,2020,1.3,Hybrid,Manual,201528,5,2
2615,Ford,Explorer,2011,4.1,Diesel,Manual,229878,2,2
2616,Volkswagen,Tiguan,2012,4.8,Hybrid,Semi-Automatic,150808,4,3
2617,Chevrolet,Malibu,2023,2.3,Petrol,Automatic,233943,2,5
2618,Ford,Fiesta,2008,1.4,Electric,Manual,1123,5,4
2619,Kia,Sportage,2000,3.7,Petrol,Manual,134764,2,5
2620,Toyota,Corolla,2007,3.4,Electric,Manual,165315,3,4
2621,Audi,A4,2023,4.5,Electric,Manual,212450,5,4
2622,Ford,Explorer,2016,4.0,Electric,Automatic,154965,4,2
2623,Hyundai,Sonata,2016,3.4,Petrol,Automatic,171956,3,3
2624,Kia,Sportage,2015,4.0,Hybrid,Semi-Automatic,161451,5,5
2625,Volkswagen,Passat,2019,3.1,Electric,Manual,102958,3,5
2626,Mercedes,C-Class,2010,4.7,Petrol,Automatic,210551,3,4
2627,Toyota,Corolla,2010,2.0,Hybrid,Manual,265328,2,3
2628,Kia,Rio,2023,3.4,Petrol,Manual,177464,4,3
2629,Hyundai,Sonata,2014,2.2,Diesel,Manual,233223,3,4
2630,Ford,Fiesta,2011,2.3,Electric,Automatic,254220,3,2
2631,BMW,X5,2023,3.0,Electric,Semi-Automatic,130341,5,3
2632,Kia,Optima,2022,1.1,Hybrid,Semi-Automatic,207337,5,3
2633,Honda,Civic,2016,2.9,Petrol,Manual,255889,2,2
2634,Honda,Civic,2000,2.7,Hybrid,Automatic,109892,2,4
2635,BMW,3 Series,2007,1.2,Electric,Semi-Automatic,76098,5,3
2636,Hyundai,Tucson,2007,3.9,Electric,Automatic,213643,4,5
2637,Audi,A3,2017,3.8,Diesel,Semi-Automatic,243977,4,2
2638,Volkswagen,Golf,2009,4.8,Petrol,Automatic,23300,4,1
2639,Audi,Q5,2002,2.1,Electric,Manual,68076,4,1
2640,Audi,A4,2000,3.8,Petrol,Semi-Automatic,63543,5,1
2641,BMW,X5,2023,4.2,Hybrid,Automatic,182399,4,1
2642,Audi,Q5,2018,4.4,Hybrid,Automatic,149337,5,3
2643,Chevrolet,Equinox,2011,3.3,Hybrid,Semi-Automatic,218104,2,1
2644,Audi,A3,2021,4.0,Electric,Automatic,54066,3,1
2645,Audi,A4,2019,3.2,Petrol,Semi-Automatic,245339,4,3
2646,Hyundai,Tucson,2001,3.6,Hybrid,Manual,118721,4,1
2647,Mercedes,E-Class,2023,2.6,Diesel,Automatic,142580,2,4
2648,Audi,A4,2012,1.5,Diesel,Manual,168254,5,5
2649,Ford,Focus,2022,1.6,Petrol,Manual,38549,3,1
2650,Ford,Focus,2015,5.0,Hybrid,Automatic,17834,3,4
2651,Honda,CR-V,2016,1.0,Diesel,Manual,152865,5,5
2652,Volkswagen,Passat,2022,1.3,Hybrid,Manual,417,2,3
2653,Honda,Accord,2009,3.3,Diesel,Automatic,248973,3,3
2654,BMW,3 Series,2014,3.4,Diesel,Semi-Automatic,263998,5,1
2655,BMW,5 Series,2001,4.7,Petrol,Manual,57858,3,5
2656,Hyundai,Elantra,2019,2.2,Diesel,Automatic,242596,4,2
2657,Volkswagen,Passat,2023,3.7,Hybrid,Semi-Automatic,267964,2,5
2658,Mercedes,C-Class,2020,1.1,Diesel,Manual,16669,5,1
2659,Kia,Rio,2013,3.4,Petrol,Automatic,213200,4,3
2660,Kia,Sportage,2017,3.4,Diesel,Manual,149589,2,2
2661,Hyundai,Tucson,2001,1.2,Diesel,Manual,281172,3,4
2662,Audi,A3,2015,4.3,Hybrid,Semi-Automatic,115707,4,2
2663,Mercedes,GLA,2016,4.2,Electric,Semi-Automatic,55500,2,5
2664,Hyundai,Sonata,2014,3.2,Electric,Manual,270876,2,1
2665,BMW,3 Series,2023,1.8,Electric,Semi-Automatic,56819,3,5
2666,Volkswagen,Tiguan,2013,1.2,Electric,Manual,55288,4,5
2667,Mercedes,E-Class,2007,4.5,Hybrid,Manual,220144,3,4
2668,Volkswagen,Passat,2015,3.6,Petrol,Automatic,135336,4,1
2669,Volkswagen,Passat,2006,3.3,Hybrid,Semi-Automatic,203140,3,1
2670,Mercedes,GLA,2020,3.5,Electric,Semi-Automatic,54365,3,5
2671,Chevrolet,Impala,2011,2.2,Electric,Automatic,14245,3,1
2672,BMW,X5,2009,1.8,Hybrid,Manual,201019,3,2
2673,Kia,Rio,2004,4.9,Petrol,Manual,285701,4,5
2674,Hyundai,Elantra,2023,1.3,Petrol,Automatic,274924,2,4
2675,Mercedes,C-Class,2018,4.0,Petrol,Manual,66347,3,2
2676,Mercedes,E-Class,2004,1.6,Electric,Automatic,161978,5,4
2677,Ford,Focus,2019,4.6,Diesel,Automatic,141392,3,5
2678,Audi,A4,2012,4.7,Hybrid,Manual,71925,3,1
2679,Kia,Optima,2022,3.0,Electric,Semi-Automatic,123704,2,3
2680,Mercedes,C-Class,2020,1.9,Electric,Semi-Automatic,289391,3,5
2681,Toyota,RAV4,2019,1.8,Electric,Manual,219160,2,5
2682,BMW,X5,2006,1.8,Petrol,Semi-Automatic,267902,2,5
2683,Honda,Accord,2010,3.3,Hybrid,Automatic,115661,2,1
2684,Ford,Explorer,2021,2.5,Diesel,Manual,245286,3,5
2685,Audi,A4,2003,1.3,Diesel,Automatic,236210,5,3
2686,Mercedes,C-Class,2000,5.0,Hybrid,Semi-Automatic,98983,5,2
2687,Audi,A3,2021,3.1,Hybrid,Automatic,7341,5,4
2688,BMW,X5,2021,1.8,Electric,Automatic,221393,3,1
2689,Mercedes,GLA,2017,4.7,Diesel,Semi-Automatic,162160,3,5
2690,Toyota,Camry,2000,1.9,Hybrid,Semi-Automatic,202579,5,5
2691,Mercedes,C-Class,2020,2.5,Diesel,Manual,177299,3,1
2692,Kia,Rio,2022,1.3,Electric,Manual,120586,3,1
2693,Hyundai,Sonata,2010,1.8,Diesel,Semi-Automatic,264223,3,1
2694,Volkswagen,Tiguan,2006,4.5,Electric,Manual,41161,2,2
2695,Kia,Optima,2019,1.8,Petrol,Automatic,218904,5,3
2696,Honda,Accord,2006,1.9,Petrol,Semi-Automatic,112805,2,3
2697,BMW,X5,2010,2.4,Hybrid,Automatic,43610,5,5
2698,Honda,Civic,2018,3.1,Hybrid,Automatic,132546,5,3
2699,Ford,Fiesta,2016,3.4,Diesel,Manual,21265,3,2
2700,Audi,A4,2012,4.9,Electric,Manual,21795,5,5
2701,BMW,3 Series,2020,3.2,Diesel,Manual,294566,3,2
2702,Volkswagen,Golf,2021,2.2,Hybrid,Automatic,155769,4,3
2703,Kia,Rio,2005,4.7,Hybrid,Semi-Automatic,232317,3,5
2704,Honda,Accord,2011,3.3,Diesel,Automatic,281236,2,2
2705,Toyota,Camry,2012,4.8,Diesel,Manual,40530,2,3
2706,BMW,5 Series,2012,1.7,Petrol,Automatic,163543,5,4
2707,Hyundai,Elantra,2013,4.1,Electric,Semi-Automatic,229219,3,1
2708,Volkswagen,Passat,2022,1.5,Hybrid,Manual,278120,3,4
2709,Kia,Optima,2015,1.8,Diesel,Semi-Automatic,89738,2,3
2710,Honda,Civic,2018,1.5,Hybrid,Manual,181290,2,5
2711,Honda,Accord,2001,1.5,Electric,Semi-Automatic,216132,4,3
2712,Volkswagen,Tiguan,2004,2.2,Petrol,Manual,34276,5,4
2713,Honda,Accord,2008,2.6,Electric,Manual,22989,5,4
2714,BMW,5 Series,2023,2.2,Diesel,Automatic,225321,5,1
2715,Ford,Fiesta,2000,3.5,Petrol,Manual,182277,5,1
2716,BMW,5 Series,2022,1.7,Electric,Semi-Automatic,109946,3,2
