,Price
2498,9975
2499,11173
2500,9458
2501,10283
2502,9484
2503,7251
2504,7811
2505,7995
2506,9711
2507,5210
2508,2822
2509,6370
2510,12474
2511,13749
2512,5330
2513,9374
2514,3796
2515,13743
2516,8913
2517,10000
2518,6128
2519,9063
2520,2000
2521,11398
2522,13132
2523,4099
2524,6724
2525,5559
2526,12869
2527,16304
2528,5742
2529,9992
2530,11704
2531,10941
2532,8016
2533,5113
2534,7402
2535,7369
2536,7124
2537,13111
2538,7619
2539,13485
2540,10254
2541,10704
2542,2000
2543,7588
2544,10351
2545,9911
2546,14329
2547,6020
2548,13087
2549,8401
2550,11790
2551,8237
2552,10193
2553,11272
2554,6781
2555,4701
2556,9257
2557,8833
2558,7085
2559,8858
2560,4299
2561,9357
2562,4506
2563,12218
2564,2951
2565,13390
2566,7763
2567,5761
2568,7324
2569,11141
2570,13392
2571,8213
2572,9049
2573,11718
2574,4999
2575,9619
2576,13138
2577,3156
2578,8560
2579,3970
2580,6442
2581,14065
2582,12322
2583,7015
2584,11312
2585,12152
2586,10390
2587,10104
2588,9654
2589,6896
2590,13213
2591,6285
2592,5432
2593,8813
2594,5441
2595,14620
2596,13343
2597,5152
2598,2300
2599,5024
2600,9879
2601,10897
2602,3683
2603,10338
2604,9085
2605,6437
2606,8329
2607,10027
2608,6520
2609,8597
2610,10505
2611,9360
2612,10576
2613,7879
2614,4879
2615,14314
2616,10286
2617,11126
2618,9247
2619,7354
2620,7559
2621,8153
2622,7717
2623,9811
2624,6603
2625,9246
2626,8650
2627,10398
2628,11289
2629,8492
2630,4280
2631,8993
2632,7402
2633,11096
2634,3096
2635,14872
2636,9498
2637,9875
2638,6825
2639,9250
2640,11136
2641,10643
2642,5938
2643,14913
2644,11016
2645,12218
2646,7083
2647,8186
2648,9721
2649,9031
2650,2282
2651,13956
2652,9404
2653,10783
2654,12699
2655,7818
2656,10084
2657,6760
2658,12492
2659,11605
2660,8823
2661,9748
2662,12323
2663,6876
2664,12304
2665,6126
2666,7430
2667,13976
2668,5406
2669,8229
2670,11725
2671,13602
2672,4639
2673,8777
2674,5164
2675,10142
2676,5868
2677,8342
2678,4800
2679,2931
2680,3108
2681,12842
2682,11699
2683,4469
2684,8669
2685,8124
2686,6486
2687,8745
2688,10308
2689,5540
2690,8082
2691,11727
2692,5864
2693,5369
2694,8001
2695,10514
2696,14739
2697,9109
2698,8212
2699,6333
2700,6781
2701,11903
2702,3144
2703,11991
2704,12068
2705,9082
2706,3194
2707,9505
2708,8689
2709,8713
2710,10479
2711,13261
2712,8570
2713,12065
2714,6313
2715,4948
2716,8225
2717,6343
2718,10550
2719,8094
2720,13132
2721,7733
2722,10053
2723,7407
2724,12637
2725,8839
2726,10689
2727,2000
2728,3466
2729,11135
2730,13046
2731,7968
2732,11720
2733,11290
2734,2498
2735,8723
2736,8344
2737,7033
2738,4360
2739,9633
2740,7329
2741,6485
2742,9693
2743,10692
2744,7952
2745,6094
2746,7552
2747,6576
2748,8120
2749,12753
2750,12507
2751,7302
2752,7858
2753,11836
2754,5836
2755,10171
2756,7486
2757,8626
2758,3644
2759,9498
2760,11001
2761,6699
2762,11901
2763,11327
2764,9251
2765,8553
2766,12188
2767,10386
2768,11217
2769,8463
2770,6782
2771,12210
2772,8818
2773,10788
2774,7799
2775,10575
2776,11249
2777,7020
2778,7745
2779,5356
2780,3602
2781,9238
2782,13642
2783,6693
2784,5585
2785,7916
2786,13924
2787,9906
2788,11528
2789,6765
2790,3587
2791,6467
2792,7923
2793,3415
2794,9923
2795,4186
2796,6640
2797,6398
2798,9315
2799,7954
2800,9937
2801,4705
2802,10623
2803,9570
2804,9281
2805,8347
2806,12133
2807,2000
2808,9211
2809,14169
2810,9180
2811,7948
2812,12911
2813,5065
2814,4736
2815,5362
2816,5923
2817,5369
2818,3543
2819,8381
2820,6166
2821,2945
2822,12070
2823,10946
2824,3758
2825,10012
2826,9850
2827,12040
2828,4468
2829,14716
2830,5384
2831,9163
2832,8283
2833,9064
2834,8234
2835,6244
2836,10791
2837,12847
2838,13195
2839,4236
2840,10706
2841,8662
2842,9144
2843,9644
2844,11088
2845,11303
2846,8734
2847,8439
2848,12108
2849,5257
2850,12665
2851,5397
2852,8334
2853,10987
2854,3449
2855,8649
2856,10403
2857,10725
2858,5857
2859,6682
2860,9325
2861,3599
2862,8986
2863,6443
2864,12092
2865,10921
2866,6745
2867,12880
2868,14325
2869,2316
2870,7719
2871,4803
2872,6747
2873,2000
2874,8222
2875,8163
2876,7430
2877,6034
2878,10394
2879,6737
2880,9253
2881,11737
2882,13376
2883,6933
2884,5899
2885,5461
2886,13588
2887,9107
2888,10480
2889,9678
2890,10325
2891,2000
2892,7572
2893,2089
2894,5887
2895,11551
2896,10236
2897,6473
2898,10508
2899,3913
2900,8381
2901,10212
2902,6478
2903,9573
2904,6004
2905,11602
2906,8688
2907,12439
2908,6737
2909,8193
2910,8299
2911,8969
2912,7616
2913,8952
2914,11927
2915,9328
2916,6890
2917,12979
2918,8912
2919,6666
2920,12728
2921,2150
2922,3782
2923,12995
2924,7490
2925,7639
2926,10798
2927,11411
2928,6466
2929,7137
2930,3108
2931,5286
2932,6700
2933,11286
2934,6025
2935,9931
2936,7446
2937,4134
2938,8427
2939,2798
2940,5126
2941,13406
2942,12106
2943,9762
2944,5288
2945,2903
2946,8384
2947,8772
2948,9393
2949,7341
2950,3581
2951,8115
2952,9843
2953,8213
2954,14229
2955,6551
2956,9472
2957,6424
2958,12742
2959,7862
2960,10246
2961,6420
2962,8078
2963,6078
2964,7538
2965,9958
2966,6590
2967,15880
2968,9811
2969,6458
2970,5599
2971,6790
2972,9132
2973,11293
2974,9220
2975,3810
2976,8903
2977,14852
2978,8122
2979,8099
2980,10017
2981,12354
2982,12991
2983,8221
2984,15256
2985,10626
2986,8048
2987,13107
2988,14240
2989,13791
2990,10848
2991,11710
2992,7229
2993,7067
2994,10125
2995,4524
2996,8772
2997,9015
2998,7480
2999,13995
3000,9435
3001,2459
3002,7581
3003,12731
3004,5128
3005,6039
3006,7843
3007,8671
3008,3355
3009,4402
3010,13811
3011,12103
3012,7668
3013,9489
3014,5543
3015,4190
3016,8322
3017,8839
3018,11953
3019,7932
3020,10563
3021,13854
3022,7956
3023,11403
3024,12136
3025,12488
3026,14678
3027,10032
3028,9282
3029,10545
3030,6701
3031,8903
3032,5756
3033,9271
3034,6780
3035,4053
3036,14326
3037,9242
3038,14879
3039,8315
3040,4944
3041,9683
3042,3979
3043,12761
3044,3263
3045,8236
3046,11983
3047,4196
3048,2000
3049,10470
3050,8813
3051,4702
3052,8460
3053,12918
3054,6616
3055,9236
3056,16316
3057,6269
3058,9950
3059,5582
3060,10465
3061,7817
3062,7206
3063,7719
3064,5128
3065,10169
3066,8061
3067,11403
3068,6348
3069,3656
3070,3306
3071,6657
3072,5588
3073,7649
3074,7188
3075,9719
3076,4836
3077,12056
3078,7089
3079,9052
3080,4673
3081,8026
3082,9058
3083,6327
3084,8194
3085,8658
3086,4075
3087,10794
3088,6716
3089,5320
3090,3392
3091,6552
3092,9543
3093,6391
3094,9840
3095,5704
3096,11060
3097,4692
3098,8216
3099,12317
3100,6089
3101,5797
3102,9363
3103,11436
3104,15469
3105,10921
3106,11037
3107,8065
3108,4286
3109,8369
3110,13074
3111,5850
3112,8261
3113,8587
3114,3546
3115,7912
3116,11591
3117,6575
3118,7645
3119,6287
3120,7256
3121,12256
3122,5112
3123,15462
3124,11409
3125,13861
3126,10185
3127,9576
3128,10771
3129,7903
3130,4227
3131,4867
3132,6813
3133,7329
3134,11666
3135,9746
3136,6124
3137,9405
3138,9219
3139,7765
3140,11008
3141,6454
3142,4680
3143,7719
3144,16146
3145,10818
3146,5286
3147,12845
3148,15378
3149,7944
3150,10837
3151,14835
3152,5225
3153,2000
3154,7779
3155,6438
3156,16022
3157,6125
3158,10837
3159,6562
3160,14233
3161,7262
3162,8357
3163,14845
3164,10342
3165,11592
3166,9436
3167,9927
3168,13441
3169,11257
3170,11069
3171,10175
3172,10483
3173,3399
3174,12362
3175,10259
3176,14288
3177,16722
3178,3758
3179,9571
3180,11294
3181,6695
3182,9436
3183,11394
3184,11694
3185,8316
3186,7658
3187,12699
3188,8226
3189,4911
3190,7083
3191,8956
3192,9665
3193,12288
3194,5489
3195,10675
3196,11119
3197,7910
3198,6760
3199,6466
3200,12490
3201,5613
3202,12932
3203,12456
3204,10447
3205,12650
3206,7889
3207,8602
3208,11866
3209,12531
3210,7126
3211,6303
3212,5560
3213,13109
3214,11032
3215,6725
3216,3122
3217,4473
3218,10664
3219,10252
3220,12446
3221,10848
3222,8796
3223,6126
3224,9892
3225,6577
3226,12628
3227,5876
3228,11108
3229,14123
3230,5103
3231,17078
3232,10734
3233,10857
3234,12269
3235,3384
3236,12524
3237,9189
3238,12855
3239,7784
3240,15398
3241,4162
3242,7903
3243,7205
3244,10817
3245,9967
3246,7001
3247,9941
3248,3853
3249,10248
3250,8811
3251,9664
3252,7801
3253,8203
3254,4442
3255,5885
3256,2443
3257,8261
3258,7816
3259,6322
3260,7563
3261,8033
3262,13976
3263,13085
3264,8330
3265,4385
3266,8462
3267,4142
3268,7940
3269,6327
3270,11505
3271,14696
3272,4855
3273,7991
3274,10999
3275,4434
3276,14338
3277,6833
3278,7990
3279,5329
3280,10039
3281,13778
3282,4372
3283,9231
3284,5917
3285,14390
3286,11313
3287,5760
3288,8346
3289,7638
3290,13470
3291,11115
3292,5781
3293,12327
3294,10788
3295,5514
3296,4869
3297,10231
3298,11383
3299,6468
3300,2531
3301,11949
3302,16619
3303,11037
3304,11129
3305,7183
3306,8846
3307,3544
3308,9408
3309,14326
3310,6641
3311,9125
3312,6747
3313,10131
3314,12488
3315,11578
3316,5818
3317,10504
3318,4521
3319,17386
3320,8818
3321,7915
3322,6113
3323,8828
3324,10037
3325,12123
3326,9960
3327,5530
3328,5479
3329,7127
3330,10629
3331,5840
3332,12718
3333,13402
3334,5696
3335,3838
3336,3958
3337,13101
3338,7854
3339,8469
3340,5538
3341,12125
3342,7052
3343,10039
3344,7854
3345,7566
3346,14588
3347,10919
3348,9726
3349,11291
3350,11188
3351,5997
3352,8284
3353,11789
3354,8595
3355,7058
3356,11839
3357,9456
3358,9347
3359,10299
3360,11205
3361,4778
3362,6857
3363,2927
3364,12124
3365,3452
3366,12427
3367,7470
3368,8688
3369,2725
3370,11295
3371,5637
3372,9499
3373,13150
3374,7720
3375,4565
3376,10210
3377,9181
3378,12071
3379,11260
3380,7530
3381,13591
3382,6059
3383,7887
3384,5332
3385,4247
3386,10816
3387,10629
3388,7349
3389,10090
3390,8015
3391,10028
3392,10986
3393,9445
3394,6352
3395,10697
3396,5107
3397,8114
3398,12955
3399,8088
3400,10209
3401,8571
3402,6511
3403,10496
3404,9311
3405,4266
3406,11919
3407,14233
3408,4682
3409,13344
3410,6048
3411,12777
3412,4612
3413,9531
3414,5239
3415,10338
3416,13869
3417,10641
3418,5395
3419,8887
3420,12136
3421,10154
3422,5281
3423,12184
3424,7514
3425,9188
3426,7951
3427,6742
3428,5505
3429,9410
3430,11920
3431,13975
3432,9981
3433,8206
3434,10612
3435,4541
3436,7036
3437,7814
3438,9995
3439,4512
3440,8440
3441,10610
3442,10595
3443,6443
3444,8161
3445,12755
3446,10240
3447,8135
3448,10360
3449,11763
3450,6972
3451,8054
3452,10768
3453,10844
3454,11112
3455,9979
3456,11703
3457,10926
3458,6461
3459,11834
3460,10631
3461,8084
3462,14166
3463,11444
3464,9269
3465,13017
3466,9851
3467,2940
3468,12719
3469,7637
3470,12196
3471,8157
3472,6394
3473,5913
3474,4193
3475,8760
3476,5162
3477,6566
3478,9657
3479,14103
3480,13486
3481,5503
3482,6545
3483,5806
3484,9695
3485,8541
3486,11787
3487,11213
3488,7751
3489,9934
3490,11957
3491,9561
3492,11557
3493,14471
3494,8942
3495,7027
3496,6190
3497,11813
3498,6118
3499,11409
3500,10719
3501,9655
3502,8030
3503,10383
3504,14993
3505,9203
3506,3654
3507,8838
3508,9693
3509,8648
3510,2193
3511,6924
3512,6333
3513,6867
3514,4732
3515,6907
3516,3770
3517,10948
3518,11994
3519,8056
3520,6950
3521,13188
3522,3983
3523,9099
3524,9486
3525,14200
3526,13610
3527,3860
3528,11408
3529,7478
3530,6485
3531,9841
3532,10361
3533,4979
3534,9899
3535,13505
3536,4588
3537,10979
3538,4077
3539,10041
3540,9275
3541,5685
3542,9222
3543,5950
3544,8203
3545,9255
3546,2000
3547,7524
3548,9046
3549,14354
3550,7432
3551,11774
3552,8120
3553,10721
3554,11832
3555,11717
3556,4825
3557,2853
3558,3990
3559,12206
3560,11608
3561,9829
3562,12939
3563,12537
3564,9284
3565,5789
3566,2997
3567,8030
3568,8456
3569,9267
3570,14431
3571,11453
3572,9577
3573,9428
3574,11799
3575,11640
3576,9701
3577,8275
3578,16500
3579,13904
3580,14489
3581,10806
3582,14186
3583,7180
3584,9881
3585,8904
3586,7391
3587,5351
3588,6873
3589,10181
3590,11003
3591,8491
3592,7254
3593,11942
3594,11599
3595,10166
3596,9136
3597,11513
3598,10772
3599,7221
3600,8733
3601,5388
3602,4214
3603,10272
3604,8530
3605,14954
3606,6622
3607,8329
3608,6687
3609,6902
3610,7647
3611,10546
3612,7609
3613,12518
3614,9558
3615,8646
3616,13495
3617,13851
3618,7437
3619,11010
3620,16496
3621,10986
3622,9205
3623,8405
3624,9608
3625,12806
3626,11161
3627,6022
3628,10095
3629,8114
3630,9290
3631,12776
3632,13925
3633,11515
3634,13172
3635,6954
3636,9791
3637,5592
3638,12490
3639,2772
3640,11449
3641,12992
3642,11237
3643,11224
3644,3233
3645,11005
3646,9743
3647,8125
3648,8404
3649,6203
3650,11881
3651,5870
3652,7527
3653,13721
3654,9954
3655,10398
3656,9333
3657,10890
3658,5423
3659,10861
3660,5693
3661,7610
3662,6058
3663,5584
3664,6762
3665,12835
3666,7143
3667,11030
3668,7853
3669,16390
3670,11516
3671,8578
3672,4395
3673,11694
3674,9124
3675,13646
3676,10677
3677,6697
3678,4450
3679,5920
3680,3946
3681,8935
3682,7253
3683,6781
3684,9618
3685,6639
3686,10067
3687,15051
3688,9257
3689,11886
3690,13682
3691,8152
3692,11820
3693,7615
3694,6557
3695,8729
3696,12855
3697,5744
3698,10380
3699,15765
3700,10856
3701,6713
3702,13939
3703,11745
3704,10402
3705,2000
3706,11029
3707,4170
3708,6858
3709,5520
3710,10689
3711,9740
3712,2336
3713,12029
3714,5086
3715,9936
3716,6896
3717,5265
3718,5047
3719,9275
3720,12847
3721,4376
3722,5200
3723,14567
3724,11981
3725,12367
3726,2000
3727,2047
3728,5919
3729,8685
3730,4421
3731,6560
3732,6142
3733,8627
3734,10405
3735,9729
3736,8194
3737,2329
3738,9442
3739,3252
3740,6120
3741,4231
3742,12190
3743,7558
3744,7381
3745,10299
3746,11289
3747,11144
3748,6203
3749,13420
3750,7690
3751,2000
3752,4928
3753,6393
3754,12177
3755,11282
3756,12576
3757,12633
3758,10420
3759,5904
3760,9168
3761,9953
3762,10273
3763,15247
3764,4152
3765,11263
3766,11243
3767,10298
3768,13201
3769,14316
3770,15677
3771,7960
3772,5354
3773,4797
3774,7811
3775,10001
3776,7456
3777,7092
3778,12882
3779,8038
3780,13663
3781,10735
3782,4865
3783,8120
3784,7925
3785,5087
3786,13388
3787,7376
3788,8614
3789,6090
3790,7633
3791,4803
3792,9314
3793,7358
3794,10057
3795,11493
3796,13274
3797,12865
3798,12446
3799,6102
3800,10428
3801,4788
3802,7435
3803,4572
3804,8017
3805,12121
3806,2841
3807,10207
3808,14445
3809,12813
3810,10856
3811,14031
3812,8613
3813,7636
3814,2246
3815,8093
3816,6570
3817,6461
3818,8755
3819,9401
3820,11223
3821,7307
3822,9401
3823,8349
3824,5879
3825,8287
3826,9254
3827,6409
3828,8548
3829,7212
3830,12859
3831,9054
3832,12023
3833,3548
3834,12767
3835,9093
3836,11194
3837,8209
3838,11779
3839,8899
3840,13620
3841,4403
3842,8609
3843,5031
3844,9321
3845,3813
3846,8722
3847,11260
3848,8819
3849,7684
3850,5529
3851,3602
3852,3219
3853,10403
3854,8129
3855,7402
3856,16051
3857,12031
3858,6386
3859,12020
3860,13126
3861,6020
3862,12985
3863,3221
3864,11257
3865,10035
3866,10792
3867,8381
3868,6659
3869,9189
3870,6313
3871,3155
3872,11836
3873,6606
3874,13600
3875,9104
3876,10276
3877,13262
3878,10089
3879,4886
3880,13961
3881,8231
3882,7695
3883,11464
3884,11353
3885,3782
3886,9793
3887,5862
3888,4811
3889,4454
3890,7876
3891,3776
3892,5766
3893,6007
3894,13957
3895,10309
3896,11616
3897,9499
3898,12099
3899,11917
3900,15295
3901,7117
3902,11953
3903,13508
3904,12380
3905,7235
3906,4478
3907,5196
3908,6996
3909,13435
3910,14427
3911,9898
3912,10682
3913,11454
3914,8541
3915,7720
3916,12767
3917,9709
3918,10340
3919,6721
3920,12546
3921,11526
3922,13338
3923,2000
3924,16717
3925,9254
3926,2374
3927,7875
3928,4862
3929,10468
3930,8860
3931,8547
3932,10982
3933,5173
3934,11671
3935,8612
3936,7435
3937,11091
3938,12513
3939,11767
3940,10724
3941,6190
3942,6085
3943,7110
3944,11842
3945,12615
3946,5228
3947,6429
3948,7559
3949,6868
3950,10695
3951,3777
3952,8771
3953,6322
3954,10345
3955,10110
3956,7996
3957,10143
3958,7073
3959,4622
3960,7257
3961,11180
3962,3749
3963,13274
3964,11511
3965,7784
3966,12673
3967,8448
3968,7220
3969,6054
3970,6075
3971,14424
3972,8498
3973,9005
3974,10425
3975,9078
3976,9134
3977,10563
3978,5273
3979,15217
3980,5780
3981,6479
3982,9166
3983,8918
3984,4541
3985,7733
3986,4115
3987,14659
3988,11832
3989,11043
3990,11157
3991,10943
3992,7937
3993,14711
3994,8273
3995,2000
3996,10380
3997,8087
3998,11547
3999,7984
4000,6487
4001,8162
4002,7318
4003,8059
4004,4138
4005,5299
4006,6659
4007,7134
4008,13090
4009,10078
4010,5940
4011,11012
4012,9376
4013,11426
4014,13487
4015,8509
4016,4770
4017,7865
4018,2000
4019,12354
4020,10793
4021,5802
4022,8077
4023,3126
4024,6756
4025,7826
4026,10876
4027,7938
4028,11105
4029,3310
4030,2000
4031,4549
4032,8036
4033,12093
4034,12243
4035,13754
4036,7163
4037,6189
4038,7938
4039,9190
4040,9467
4041,13293
4042,6958
4043,4682
4044,8704
4045,11805
4046,16179
4047,10045
4048,9221
4049,12037
4050,10414
4051,7123
4052,13416
4053,11496
4054,3787
4055,2000
4056,14874
4057,8113
4058,7280
4059,10094
4060,8674
4061,6438
4062,7934
4063,15638
4064,11561
4065,6522
4066,3910
4067,9121
4068,11533
4069,9351
4070,5237
4071,11988
4072,6669
4073,10857
4074,5807
4075,9347
4076,8250
4077,10938
4078,10218
4079,7987
4080,10221
4081,10035
4082,8536
4083,12981
4084,7740
4085,6703
4086,8096
4087,11965
4088,9408
4089,6314
4090,11865
4091,8977
4092,10423
4093,8505
4094,9463
4095,10639
4096,7016
4097,10422
4098,7550
4099,6477
4100,6891
4101,4750
4102,7235
4103,10446
4104,7621
4105,6319
4106,5161
4107,9091
4108,2000
4109,10365
4110,6478
4111,10010
4112,7761
4113,7680
4114,7182
4115,7088
4116,8223
4117,12724
4118,11530
4119,8608
4120,6026
4121,6237
4122,12431
4123,6362
4124,13665
4125,2437
4126,9786
4127,11388
4128,9714
4129,12280
4130,9619
4131,6321
4132,7637
4133,9157
4134,13169
4135,10010
4136,7321
4137,7471
4138,7515
4139,9975
4140,7188
4141,15122
4142,9037
4143,11113
4144,6695
4145,12780
4146,3667
4147,6863
4148,11701
4149,6917
4150,11226
4151,10000
4152,11027
4153,6364
4154,9709
4155,5565
4156,5740
4157,7912
4158,11193
4159,7002
4160,7363
4161,11128
4162,5234
4163,9706
4164,14509
4165,9046
4166,9490
4167,11674
4168,5042
4169,8140
4170,9776
4171,11536
4172,4648
4173,6960
4174,6606
4175,6100
4176,8736
4177,4915
4178,15553
4179,11688
4180,11771
4181,7459
4182,8486
4183,9079
4184,13118
4185,6896
4186,13616
4187,13158
4188,12366
4189,10128
4190,5780
4191,8143
4192,11443
4193,8234
4194,3187
4195,6336
4196,7254
4197,3795
4198,11372
4199,2000
4200,14351
4201,12869
4202,11023
4203,14728
4204,6841
4205,2000
4206,2864
4207,10279
4208,3814
4209,9621
4210,10008
4211,8439
4212,5729
4213,6855
4214,10416
4215,7773
4216,5332
4217,11677
4218,4216
4219,11965
4220,9599
4221,5891
4222,3792
4223,11141
4224,11572
4225,6549
4226,7000
4227,7776
4228,11247
4229,7660
4230,12367
4231,9864
4232,11086
4233,5980
4234,4959
4235,9427
4236,6419
4237,4480
4238,13386
4239,7714
4240,9976
4241,11563
4242,9071
4243,8914
4244,8345
4245,10533
4246,4963
4247,5541
4248,8421
4249,12679
4250,12365
4251,7829
4252,11559
4253,7320
4254,9777
4255,15720
4256,4758
4257,5104
4258,11680
4259,7158
4260,9071
4261,10038
4262,3699
4263,6423
4264,9787
4265,9109
4266,9649
4267,5085
4268,7557
4269,11190
4270,7679
4271,14478
4272,12145
4273,9729
4274,8709
4275,7958
4276,13563
4277,9583
4278,6420
4279,8504
4280,5037
4281,7894
4282,8272
4283,7908
4284,11029
4285,7315
4286,13812
4287,4087
4288,7821
4289,8454
4290,12672
4291,7710
4292,4805
4293,6127
4294,12447
4295,8355
4296,4606
4297,8880
4298,7869
4299,9304
4300,9096
4301,8200
4302,7557
4303,11210
4304,10239
4305,9636
4306,4554
4307,4845
4308,5214
4309,10617
4310,12149
4311,5774
4312,9260
4313,4538
4314,4700
4315,2752
4316,9062
4317,7592
4318,9836
4319,8630
4320,11905
4321,10064
4322,9946
4323,7148
4324,10165
4325,10892
4326,11612
4327,8636
4328,7069
4329,6222
4330,9671
4331,9232
4332,2681
4333,11742
4334,4999
4335,8285
4336,4812
4337,2339
4338,8126
4339,9146
4340,11018
4341,2000
4342,9634
4343,11046
4344,8959
4345,9815
4346,10666
4347,10522
4348,10539
4349,11162
4350,8624
4351,5367
4352,11036
4353,13420
4354,2721
4355,9679
4356,8349
4357,8381
4358,9142
4359,7226
4360,4172
4361,7391
4362,5672
4363,12016
4364,7955
4365,5538
4366,7034
4367,8747
4368,13212
4369,6833
4370,6038
4371,9873
4372,9557
4373,13627
4374,9247
4375,7863
4376,9432
4377,7949
4378,4078
4379,9534
4380,6070
4381,10966
4382,15026
4383,14898
4384,7114
4385,8529
4386,3661
4387,11122
4388,9503
4389,13908
4390,6808
4391,9629
4392,14491
4393,9333
4394,8183
4395,11813
4396,6735
4397,9453
4398,13792
4399,11295
4400,2832
4401,6939
4402,13021
4403,2464
4404,8765
4405,10799
4406,13455
4407,5078
4408,9652
4409,11389
4410,12953
4411,12924
4412,15669
4413,9930
4414,8085
4415,7790
4416,10928
4417,11765
4418,4760
4419,4730
4420,9755
4421,10044
4422,8243
4423,9200
4424,7495
4425,11397
4426,9350
4427,9416
4428,8346
4429,11882
4430,10467
4431,10769
4432,14193
4433,11842
4434,8976
4435,11413
4436,6854
4437,9049
4438,4693
4439,10262
4440,8608
4441,12876
4442,7824
4443,13769
4444,10338
4445,9526
4446,4205
4447,10966
4448,8573
4449,6487
4450,10830
4451,9970
4452,12799
4453,14851
4454,9108
4455,13738
4456,9675
4457,11740
4458,8582
4459,2625
4460,13949
4461,13984
4462,11347
4463,3512
4464,11501
4465,11686
4466,7028
4467,7997
4468,7086
4469,13229
4470,2811
4471,8231
4472,15183
4473,5874
4474,10353
4475,5826
4476,8452
4477,13069
4478,5771
4479,10585
4480,8241
4481,5083
4482,4607
4483,11923
4484,7243
4485,8478
4486,13888
4487,9648
4488,5957
4489,8669
4490,4326
4491,4584
4492,7050
4493,5004
4494,2916
4495,8180
4496,14354
4497,16461
4498,8872
4499,4334
4500,7304
4501,13615
4502,2707
4503,5381
4504,5244
4505,5963
4506,14357
4507,11541
4508,8021
4509,16289
4510,12131
4511,13481
4512,8676
4513,10334
4514,5590
4515,8313
4516,7621
4517,5731
4518,14681
4519,13962
4520,4099
4521,10127
4522,13717
4523,5745
4524,12754
4525,4599
4526,11444
4527,8173
4528,8168
4529,10217
4530,10404
4531,13571
4532,9615
4533,6229
4534,8927
4535,13974
4536,7431
4537,8303
4538,11173
4539,9612
4540,10518
4541,6724
4542,5066
4543,10052
4544,14063
4545,12000
4546,8292
4547,12040
4548,8559
4549,11898
4550,9044
4551,12062
4552,11717
4553,7332
4554,6662
4555,4746
4556,3535
4557,12681
4558,7632
4559,4425
4560,8884
4561,11674
4562,9240
4563,14253
4564,9280
4565,8606
4566,9770
4567,12351
4568,4933
4569,8922
4570,4947
4571,7333
4572,4939
4573,5104
4574,8205
4575,7010
4576,5240
4577,8254
4578,6807
4579,11578
4580,2628
4581,11914
4582,7701
4583,12367
4584,7534
4585,7714
4586,9445
4587,3275
4588,10056
4589,4294
4590,7764
4591,12803
4592,2137
4593,12056
4594,8178
4595,14025
4596,11943
4597,13921
4598,2000
4599,10712
4600,8771
4601,11546
4602,8322
4603,10189
4604,11237
4605,8475
4606,8167
4607,10507
4608,8424
4609,7580
4610,14462
4611,11236
4612,11667
4613,4478
4614,8720
4615,5519
4616,9515
4617,9243
4618,6122
4619,9264
4620,5233
4621,3389
4622,9189
4623,8067
4624,8760
4625,8721
4626,10520
4627,14959
4628,6913
4629,13862
4630,6175
4631,3889
4632,3172
4633,8271
4634,9146
4635,9670
4636,9674
4637,2659
4638,6971
4639,8420
4640,8217
4641,6492
4642,5958
4643,10534
4644,7462
4645,5974
4646,13847
4647,8237
4648,14980
4649,9075
4650,6117
4651,7102
4652,9771
4653,10062
4654,7161
4655,6767
4656,11827
4657,3512
4658,8745
4659,7299
4660,4472
4661,11701
4662,10679
4663,8443
4664,7035
4665,8181
4666,12012
4667,12812
4668,9672
4669,7377
4670,12670
4671,10203
4672,7279
4673,8991
4674,9411
4675,10696
4676,7552
4677,7198
4678,9124
4679,4297
4680,14429
4681,9813
4682,10008
4683,10108
4684,11164
4685,7565
4686,3028
4687,6627
4688,5250
4689,11669
4690,7217
4691,10864
4692,13020
4693,12803
4694,13379
4695,10779
4696,6522
4697,8392
4698,8648
4699,13220
4700,2485
4701,12413
4702,6008
4703,9414
4704,10109
4705,14305
4706,7716
4707,8791
4708,5320
4709,5344
4710,8654
4711,14278
4712,13407
4713,5349
4714,10278
4715,16383
4716,8087
4717,8061
4718,12008
4719,11526
4720,15466
4721,8866
4722,6572
4723,8917
4724,12772
4725,11334
4726,4533
4727,8568
4728,8093
4729,7131
4730,5779
4731,8728
4732,13962
4733,5654
4734,4593
4735,9612
4736,12606
4737,7823
4738,6114
4739,4701
4740,11767
4741,11586
4742,7334
4743,8643
4744,7065
4745,10695
4746,5626
4747,11967
4748,5415
4749,5536
4750,3771
4751,12537
4752,3644
4753,11182
4754,6898
4755,12179
4756,9189
4757,7745
4758,5371
4759,3539
4760,10188
4761,11578
4762,7584
4763,10434
4764,12626
4765,13748
4766,6123
4767,11992
4768,7054
4769,11409
4770,6913
4771,9328
4772,7625
4773,9764
4774,8108
4775,7601
4776,13613
4777,4644
4778,12302
4779,12945
4780,7108
4781,7434
4782,12700
4783,8873
4784,10419
4785,10127
4786,11499
4787,9189
4788,4349
4789,13515
4790,9841
4791,8705
4792,14420
4793,6146
4794,9816
4795,10151
4796,12724
4797,10865
4798,10529
4799,11304
4800,8064
4801,7438
4802,4659
4803,11250
4804,8169
4805,8731
4806,11606
4807,13442
4808,4137
4809,12471
4810,13779
4811,11337
4812,9562
4813,8883
4814,13017
4815,8599
4816,6417
4817,9437
4818,15224
4819,10570
4820,10095
4821,4928
4822,11027
4823,5692
4824,13041
4825,11707
4826,2956
4827,8851
4828,11551
4829,11147
